player_1,rnd_1,player_2,rnd_2,board,n_rounds,score_1,score_2
crowny-i,0,crowny-i,0.0125,,10,0.5,0.5
crowny-i,0.0125,crowny-i,0,,10,1,0
crowny-i,0,crowny-i,0.0125,,10,0.5,0.5
crowny-i,0.0125,crowny-i,0,,10,0,1
crowny-i,0,crowny-i,0.0125,,10,0.5,0.5
crowny-i,0.0125,crowny-i,0,,10,0.5,0.5
crowny-i,0,crowny-i,0.0125,,10,0,1
crowny-i,0.0125,crowny-i,0,,10,0.5,0.5
crowny-i,0,crowny-i,0.0125,,10,0,1
crowny-i,0.0125,crowny-i,0,,10,0.5,0.5
crowny-i,0,crowny-i,0.0125,,10,0.5,0.5
crowny-i,0.0125,crowny-i,0,,10,1,0
crowny-i,0,crowny-i,0.0125,,10,0.5,0.5
crowny-i,0.0125,crowny-i,0,,10,0.5,0.5
crowny-i,0,crowny-i,0.0125,,10,0.5,0.5
crowny-i,0.0125,crowny-i,0,,10,0.5,0.5
crowny-i,0,crowny-i,0.0125,,10,0.5,0.5
crowny-i,0.0125,crowny-i,0,,10,0,1
crowny-i,0,crowny-i,0.0125,,10,0.5,0.5
crowny-i,0.0125,crowny-i,0,,10,0.5,0.5
crowny-i,0,crowny-i,0.025,,10,0.5,0.5
crowny-i,0.025,crowny-i,0,,10,0.5,0.5
crowny-i,0,crowny-i,0.025,,10,1,0
crowny-i,0.025,crowny-i,0,,10,1,0
crowny-i,0,crowny-i,0.025,,10,1,0
crowny-i,0.025,crowny-i,0,,10,0.5,0.5
crowny-i,0,crowny-i,0.025,,10,0.5,0.5
crowny-i,0.025,crowny-i,0,,10,1,0
crowny-i,0,crowny-i,0.025,,10,0.5,0.5
crowny-i,0.025,crowny-i,0,,10,0.5,0.5
crowny-i,0,crowny-i,0.025,,10,0.5,0.5
crowny-i,0.025,crowny-i,0,,10,0.5,0.5
crowny-i,0,crowny-i,0.025,,10,0.5,0.5
crowny-i,0.025,crowny-i,0,,10,0.5,0.5
crowny-i,0,crowny-i,0.025,,10,0,1
crowny-i,0.025,crowny-i,0,,10,0.5,0.5
crowny-i,0,crowny-i,0.025,,10,1,0
crowny-i,0.025,crowny-i,0,,10,0.5,0.5
crowny-i,0,crowny-i,0.025,,10,0.5,0.5
crowny-i,0.025,crowny-i,0,,10,0.5,0.5
crowny-i,0,crowny-i,0.05,,10,0.5,0.5
crowny-i,0.05,crowny-i,0,,10,0.5,0.5
crowny-i,0,crowny-i,0.05,,10,1,0
crowny-i,0.05,crowny-i,0,,10,0.5,0.5
crowny-i,0,crowny-i,0.05,,10,0.5,0.5
crowny-i,0.05,crowny-i,0,,10,0.5,0.5
crowny-i,0,crowny-i,0.05,,10,0.5,0.5
crowny-i,0.05,crowny-i,0,,10,0,1
crowny-i,0,crowny-i,0.05,,10,0.5,0.5
crowny-i,0.05,crowny-i,0,,10,0.5,0.5
crowny-i,0,crowny-i,0.05,,10,0.5,0.5
crowny-i,0.05,crowny-i,0,,10,0.5,0.5
crowny-i,0,crowny-i,0.05,,10,0.5,0.5
crowny-i,0.05,crowny-i,0,,10,0.5,0.5
crowny-i,0,crowny-i,0.05,,10,0.5,0.5
crowny-i,0.05,crowny-i,0,,10,0,1
crowny-i,0,crowny-i,0.05,,10,0.5,0.5
crowny-i,0.05,crowny-i,0,,10,0.5,0.5
crowny-i,0,crowny-i,0.05,,10,0.5,0.5
crowny-i,0.05,crowny-i,0,,10,0.5,0.5
crowny-i,0,crowny-i,0.1,,10,0.5,0.5
crowny-i,0.1,crowny-i,0,,10,0.5,0.5
crowny-i,0,crowny-i,0.1,,10,0.5,0.5
crowny-i,0.1,crowny-i,0,,10,0.5,0.5
crowny-i,0,crowny-i,0.1,,10,0.5,0.5
crowny-i,0.1,crowny-i,0,,10,0.5,0.5
crowny-i,0,crowny-i,0.1,,10,0.5,0.5
crowny-i,0.1,crowny-i,0,,10,0.5,0.5
crowny-i,0,crowny-i,0.1,,10,0.5,0.5
